TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift,,,
33,33,2,$12.00 ,($24.00),$0.00 ,lost,($24.00),3,1.5,2,1,32,363.17722,2,365.1828,365.21597,2.0056055,0.005605563,0.03315811,365.32443,0.14162026,-1.8583797,370.40094,5.066842,5.076507,0.009665055,370.41324,1.0007178,0.00071778,371.41397,8.236762,371.4327,got here,372.93408,1.5,1.5013821,0.001382162,,,
34,34,2,$4.00 ,($5.00),$0.00 ,lost,($5.00),3,5,2,1,33,372.9511,2,374.95914,375.10907,2.008043,0.008042973,0.14993587,375.21744,0.25828123,-1.7417188,380.17676,4.950064,4.959314,0.009249526,380.1893,1.0003688,0.000368871,381.1897,8.238579,381.20908,got here,386.20972,5,5.0006323,0.000632131,,,
35,35,2,$4.00 ,($7.00),$0.00 ,won,$4.00 ,1.5,1.5,2,1,34,386.22394,2,388.22778,388.49493,2.0038624,0.003862398,0.26714978,388.60364,0.37585044,-1.6241496,391.94495,3.3328502,3.3413043,0.008454035,391.95416,1.0011204,0.001120397,392.9553,6.731363,392.97363,got here,394.47418,1.5,1.5005592,0.000559186,,,
36,36,2,$10.00 ,($13.75),$0.00 ,lost,($13.75),1.5,3,2,1,35,394.49216,2,396.4998,396.64975,2.0076082,0.007608162,0.14997832,396.75894,0.25917858,-1.7408215,400.2174,3.4500217,3.4584506,0.008428846,400.2262,1.0011553,0.001155273,401.22736,6.7351804,401.24582,got here,404.2467,3,3.00087,0.000870065,,,
37,37,2,$4.00 ,($4.00),$0.00 ,lost,($4.00),1.5,7,2,1,36,404.2638,2,406.27615,406.4261,2.0123436,0.012343577,0.14993133,406.53616,0.2600175,-1.7399825,409.99335,3.4500687,3.4571717,0.00710291,410.00232,1.0008453,0.000845266,411.00317,6.7393646,411.0217,got here,418.02213,7,7.0004153,0.000415448,,,
38,38,2,$2.00 ,($0.75),$0.00 ,won,$2.00 ,5,3,2,1,37,418.03842,2,420.04608,420.31326,2.007669,0.007668975,0.26719853,420.42175,0.37568584,-1.6243142,427.26398,6.8328013,6.8422055,0.00940413,427.2824,1.0001719,0.000171888,428.2826,10.244188,428.30124,got here,431.30167,3,3.0004146,0.000414614,,,
39,39,2,$17.38 ,$0.00 ,$7.31 ,lost,$0.00 ,5,1.5,2,1,38,431.32068,2,433.332,433.36456,2.0113459,0.01134582,0.032565773,433.473,0.14097124,-1.8590288,440.55023,7.0674343,7.0772476,0.009813564,440.56836,1.0010887,0.001088762,441.56943,10.248772,441.58682,got here,443.08713,1.5,1.5003093,0.000309345,,,
40,40,2,$10.00 ,($16.25),$0.00 ,won,$10.00 ,5,5,2,1,39,443.10645,1,445.11307,445.4972,2.0066013,0.006601421,0.3841482,445.60672,0.49366233,-1.5063376,452.33115,6.715852,6.7244315,0.008579875,452.34973,1.001527,0.001526969,453.35126,10.244798,453.36844,got here,458.3693,5,5.000868,0.000867817,,,
41,41,2,$12.00 ,($18.00),$0.00 ,lost,($18.00),1.5,3,2,1,40,458.386,2,460.38733,460.6544,2.0013359,0.001335747,0.26706564,460.76382,0.37647858,-1.6235214,464.12115,3.3329344,3.3573406,0.024406224,464.13083,1.0006021,0.000602183,465.13144,6.7454433,465.1497,got here,468.15002,3,3.000314,0.000313907,,,
42,42,2,$6.00 ,($1.50),$0.00 ,lost,($1.50),5,3,2,1,41,468.16693,1,470.18008,470.4471,2.0131543,0.013154359,0.26700908,470.55603,0.3759382,-1.6240618,477.3974,6.832991,6.8413773,0.008386411,477.41678,1.0006028,0.000602848,478.4174,10.250437,478.43546,got here,481.43604,3,3.0005796,0.000579589,,,
43,43,2,$5.00 ,($0.63),$0.00 ,lost,($0.63),1.5,1.5,2,1,42,481.45267,2,483.46536,483.4986,2.0126903,0.012690393,0.033243947,483.60776,0.14241262,-1.8575873,487.18268,3.566756,3.5749123,0.008156293,487.19232,1.0007073,0.000707275,488.19302,6.740363,488.21124,got here,489.71252,1.5,1.5012941,0.001294107,,,
44,44,2,$32.00 ,$0.00 ,$0.00 ,won,$32.00 ,3,1.5,2,1,43,489.72903,2,491.73755,492.0046,2.0085297,0.008529757,0.2670406,492.11472,0.37714738,-1.6228527,496.95554,4.832959,4.840827,0.0078678,496.96802,1.0006119,0.000611942,497.96863,8.2396,497.98816,got here,499.48846,1.5,1.5002944,0.000294503,,,
45,45,2,$13.25 ,$0.00 ,$9.37 ,won,$13.25 ,1.5,1.5,2,1,44,499.5047,1,501.51364,501.68054,2.0089426,0.008942562,0.16690472,501.79675,0.28310618,-1.7168938,505.24814,3.4330952,3.451396,0.0183006,505.2568,1.0012287,0.001228716,506.25806,6.753352,506.27615,got here,507.77737,1.5,1.5011989,0.001198862,,,
46,46,2,$24.21 ,$0.00 ,$11.89 ,lost,$0.00 ,1.5,5,2,1,45,507.79416,2,509.80237,510.18652,2.0082185,0.008218464,0.38414714,510.29654,0.49418056,-1.5058194,513.5204,3.215853,3.2238345,0.00798167,513.5289,1.0026678,0.002667763,514.53156,6.7374086,514.548,got here,519.5485,5,5.0005145,0.000514725,,,
47,47,2,$2.00 ,($3.25),$0.00 ,lost,($3.25),1.5,5,2,1,46,519.5671,2,521.5672,521.7172,2.0001209,0.000120845,0.1500454,521.82623,0.25902712,-1.7409729,525.2851,3.4499545,3.4588766,0.008921961,525.2936,1.0005099,0.000509842,526.29407,6.7269845,526.3129,got here,531.3141,5,5.001209,0.001208753,,,
48,48,2,$8.49 ,$0.00 ,$3.76 ,won,$8.49 ,1.5,1.5,2,1,47,531.3346,1,533.3489,533.3817,2.0142937,0.014293753,0.032831006,533.4906,0.14170605,-1.8582939,537.06586,3.567169,3.5752788,0.008109833,537.0752,1.0004382,0.000438175,538.0756,6.7410455,538.0945,got here,539.59515,1.5,1.5006952,0.000695264,,,
49,49,2,$2.00 ,($1.75),$0.00 ,won,$2.00 ,1.5,3,2,1,48,539.61444,1,541.6208,541.77106,2.0063765,0.00637644,0.15021843,541.8817,0.26090676,-1.7390933,545.3389,3.4497817,3.4572096,0.007428069,545.34705,1.0010257,0.001025626,546.3481,6.733638,546.36646,got here,549.3677,3,3.00125,0.001250039,,,
50,50,2,$8.00 ,($5.00),$0.00 ,won,$8.00 ,1.5,3,2,1,49,549.3849,2,551.39844,551.6639,2.0135326,0.013532606,0.26548067,551.77246,0.374046,-1.625954,555.11584,3.3345194,3.3433962,0.008876774,555.12317,1.0012417,0.001241642,556.12445,6.7395525,556.1426,got here,559.1432,3,3.0005858,0.000585867,,,
51,51,2,$5.00 ,($8.13),$0.00 ,won,$5.00 ,1.5,7,2,1,50,559.1602,1,561.1731,561.90796,2.0128863,0.012886361,0.73489654,562.01697,0.8438552,-1.1561449,564.89044,2.8651035,2.8735065,0.008402987,564.8993,1.0008981,0.000898156,565.90015,6.7399673,565.9188,got here,572.9192,7,7.0003605,0.000360578,,,
52,52,2,$6.00 ,($3.00),$0.00 ,won,$6.00 ,3,1.5,2,1,51,572.9357,2,574.943,575.21014,2.0072587,0.007258575,0.2671356,575.3187,0.37576059,-1.6242394,580.1602,4.8328643,4.8414993,0.008634832,580.1735,1.0008986,0.000898592,581.17444,8.238695,581.19366,got here,582.69415,1.5,1.5004799,0.00047998,,,
53,53,2,$6.00 ,($4.50),$0.00 ,won,$6.00 ,5,1.5,2,1,52,582.7091,2,584.719,584.8693,2.0099168,0.009916768,0.15031958,584.97943,0.26040864,-1.7395914,591.93634,6.9496803,6.9569488,0.007268406,591.9554,1.0004674,0.000467457,592.9559,10.246762,592.9752,got here,594.4764,1.5,1.5011725,0.001172574,,,
54,54,2,$7.81 ,$0.00 ,$4.10 ,lost,$0.00 ,1.5,3,2,1,53,594.4952,1,596.50073,597.0019,2.005576,0.005575841,0.50114644,597.11163,0.6109015,-1.3890985,600.21796,3.0988536,3.106318,0.007464341,600.22736,1.0002054,0.000205387,601.2276,6.7324114,601.2463,got here,604.24695,3,3.0006452,0.00064521,,,
55,55,2,$18.65 ,$0.00 ,$6.68 ,won,$18.65 ,3,7,2,1,54,604.264,2,606.27686,606.5437,2.0128713,0.012871241,0.26686072,606.6527,0.37588206,-1.624118,611.49445,4.8331394,4.8417354,0.008595989,611.5073,1.0002456,0.000245604,612.50757,8.243589,612.52655,got here,619.52716,7,7.0006394,0.000639272,,,
56,56,2,$10.00 ,($11.25),$0.00 ,won,$10.00 ,5,3,2,1,55,619.5472,2,621.5513,622.0518,2.0041006,0.004100662,0.50052017,622.16113,0.6098216,-1.3901784,628.7695,6.5994797,6.608325,0.008845106,628.78754,1.0004965,0.00049654,629.788,10.240846,629.80695,got here,632.8081,3,3.0011623,0.001162404,,,
57,57,2,$9.00 ,($15.75),$0.00 ,won,$9.00 ,3,1.5,2,1,56,632.8244,1,634.83636,634.9867,2.012011,0.01201097,0.15031685,635.09705,0.26066545,-1.7393346,640.0542,4.949683,4.957142,0.007458563,640.06757,1.0007768,0.000776822,641.06836,8.243994,641.08655,got here,642.5874,1.5,1.500824,0.000824016,,,
58,58,2,$5.00 ,($5.00),$0.00 ,lost,($5.00),1.5,5,2,1,57,642.6055,1,644.6125,644.6623,2.0070107,0.007010662,0.04976438,644.77466,0.16213222,-1.8378677,648.33105,3.5502355,3.5563805,0.006144884,648.33875,1.0007358,0.00073572,649.3395,6.7339816,649.3588,got here,654.35956,5,5.000747,0.000747062,,,
59,59,2,$22.47 ,$0.00 ,$12.76 ,lost,$0.00 ,1.5,1.5,2,1,58,654.37964,2,656.39417,656.54395,2.0145395,0.014539373,0.14981967,656.6529,0.2587376,-1.7412624,660.1127,3.4501803,3.4597716,0.009591325,660.12085,1.000408,0.000408054,661.1213,6.7416577,661.1396,got here,662.64075,1.5,1.5011358,0.001135784,,,
60,60,2,$4.00 ,($3.00),$0.00 ,won,$4.00 ,1.5,1.5,2,1,59,662.66205,2,664.666,665.16705,2.0039592,0.003959143,0.50103825,665.2766,0.6105854,-1.3894145,668.3844,3.0989618,3.1077762,0.008814404,668.39264,1.0000775,7.75E-05,669.3927,6.7306337,669.41174,got here,670.91235,1.5,1.5006506,0.000650691,,,
61,61,2,$9.00 ,($11.25),$0.00 ,lost,($11.25),1.5,7,2,1,60,670.92896,1,672.9403,673.4392,2.011378,0.011377931,0.49887016,673.549,0.608679,-1.3913211,676.6577,3.1011298,3.1087122,0.007582387,676.6645,1.0005232,0.000523261,677.665,6.736062,677.68384,got here,684.6848,7,7.0009823,0.00098247,,,
62,62,2,$15.28 ,$0.00 ,$8.36 ,lost,$0.00 ,3,1.5,2,1,61,684.7032,2,686.70844,686.85864,2.005219,0.005218877,0.150216,686.9685,0.26005384,-1.7399461,691.92566,4.949784,4.957163,0.007378657,691.9386,1.0012817,0.001281691,692.9399,8.236699,692.9585,got here,694.4588,1.5,1.5003258,0.000325765,,,
63,63,2,$5.00 ,($3.13),$0.00 ,won,$5.00 ,3,5,2,1,62,694.47833,2,696.48444,697.1026,2.006138,0.006138084,0.6181738,697.2126,0.72814035,-1.2718596,701.7021,4.4818263,4.4895215,0.007695488,701.7148,1.0010065,0.001006483,702.71576,8.237471,702.73474,got here,707.73596,5,5.001214,0.00121419,,,
64,64,2,$31.29 ,$0.00 ,$8.36 ,won,$31.29 ,1.5,1.5,2,1,63,707.75604,2,709.76984,709.9199,2.013746,0.013746029,0.15013687,710.03015,0.26035547,-1.7396445,713.48724,3.4498632,3.4570618,0.007198596,713.4962,1.0002655,0.000265513,714.4965,6.7404437,714.5155,last trial of block,714.5155,nan,4.85E-05,nan,,,
65,65,2,$14.49 ,$0.00 ,$8.75 ,won,$14.49 ,3,3,3,1,64,715.92584,1,717.9417,718.09186,2.0159056,0.015905583,0.15010223,718.20154,0.2598177,-1.7401823,723.15967,4.949898,4.958138,0.008240059,723.1722,1.0010265,0.001026537,724.1732,8.247388,724.1918,got here,727.19226,3,3.0004616,0.000461641,,,
66,66,2,$12.00 ,($12.00),$0.00 ,won,$12.00 ,3,3,3,1,65,727.2203,2,729.222,729.60596,2.0016665,0.001666497,0.38402328,729.7161,0.49414298,-1.505857,734.439,4.7159767,4.72295,0.006973069,734.45245,1.0008738,0.000873789,735.4533,8.233016,735.4721,got here,738.4733,3,3.001246,0.001245911,,,
67,67,2,$5.00 ,($5.63),$0.00 ,won,$5.00 ,1.5,1.5,3,1,66,738.4899,1,740.502,740.652,2.0120342,0.012034118,0.14997588,740.762,0.26001364,-1.7399864,744.21936,3.4500241,3.457352,0.007327768,744.2282,1.0009127,0.000912621,745.2291,6.739145,745.2477,got here,746.7489,1.5,1.5012348,0.001234713,,,
68,68,2,$10.00 ,($0.42),$0.00 ,lost,($0.42),3,1.5,3,1,67,746.7655,1,748.7739,749.04126,2.0084255,0.008425593,0.2672999,749.1509,0.37692705,-1.623073,753.9918,4.8327003,4.8409324,0.008232419,754.0044,1.0003616,0.000361566,755.00476,8.239213,755.02435,got here,756.5248,1.5,1.5004474,0.000447402,,,
69,69,2,$8.00 ,($9.00),$0.00 ,lost,($9.00),1.5,5,3,1,68,756.54114,1,758.5503,758.70026,2.0091517,0.009151644,0.14996703,758.81104,0.26072732,-1.7392727,762.26733,3.450033,3.4563324,0.006299424,762.2767,1.0007304,0.000730372,763.2774,6.7362766,763.29584,got here,768.29706,5,5.0012465,0.001246683,,,
70,70,2,$6.00 ,($12.00),$0.00 ,won,$6.00 ,1.5,1.5,3,1,69,768.31476,2,770.31494,770.4648,2.0002258,0.000225796,0.14984453,770.5748,0.25983208,-1.740168,774.0324,3.4501555,3.4576352,0.007479585,774.04144,1.0009418,0.000941792,775.0424,6.7276683,775.06085,got here,776.5616,1.5,1.500685,0.000684956,,,
71,71,2,$9.00 ,($0.75),$0.00 ,lost,($0.75),3,1.5,3,1,70,776.5783,2,778.5871,778.85425,2.00877,0.00876992,0.26716048,778.9631,0.37596428,-1.6240357,783.8052,4.8328395,4.8421097,0.009270059,783.81757,1.0007722,0.000772228,784.8183,8.239975,784.83704,got here,786.3372,1.5,1.5001979,0.000197893,,,
72,72,2,$6.00 ,($6.00),$0.00 ,lost,($6.00),1.5,3,3,1,71,786.35333,2,788.36334,788.5132,2.0099921,0.009992165,0.1498677,788.6229,0.25959736,-1.7404026,792.0812,3.4501324,3.4582624,0.008130134,792.0898,1.0006592,0.000659168,793.09045,6.73707,793.1088,got here,796.1098,3,3.0009756,0.000975676,,,
73,73,2,$13.35 ,$0.00 ,$1.32 ,won,$13.35 ,1.5,1.5,3,1,72,796.12836,2,798.1394,798.8743,2.01104,0.011039896,0.7349165,798.98346,0.84408826,-1.1559118,801.85675,2.8650835,2.8732483,0.008164956,801.866,1.0010589,0.001058961,802.86707,6.738706,802.8849,got here,804.38605,1.5,1.5011744,0.001174411,,,
74,74,2,$6.00 ,($7.50),$0.00 ,won,$6.00 ,1.5,3,3,1,73,804.40753,1,806.41144,806.4444,2.0039377,0.003937811,0.03294811,806.5535,0.1421074,-1.8578926,810.12897,3.567052,3.5754282,0.008376279,810.1381,1.0008576,0.000857611,811.139,6.731456,811.15704,got here,814.1572,3,3.000179,0.000179112,,,
75,75,2,$4.00 ,($0.67),$0.00 ,won,$4.00 ,1.5,1.5,3,1,74,814.17365,1,816.1877,816.45465,2.0140688,0.014068914,0.26693586,816.56335,0.3756769,-1.6243231,819.9059,3.333064,3.342535,0.009470964,819.91376,1.0009074,0.000907449,820.9147,6.7410583,820.9336,got here,822.4345,1.5,1.5009258,0.000925784,,,
76,76,2,$4.00 ,($0.33),$0.00 ,lost,($0.33),3,1.5,3,1,75,822.4488,1,824.45966,824.9606,2.0108647,0.010864697,0.50091505,825.06934,0.60967904,-1.390321,829.6773,4.599085,4.607969,0.008883913,829.6899,1.0008999,0.000899877,830.6908,8.241995,830.711,got here,832.2118,1.5,1.5007681,0.000768097,,,
77,77,2,$7.36 ,$0.00 ,$4.32 ,won,$7.36 ,5,5,3,1,76,832.2308,1,834.23566,834.9706,2.0048487,0.004848833,0.7349626,835.07996,0.84428746,-1.1557126,841.45294,6.3650374,6.3730183,0.007980966,841.4721,1.0009401,0.000940072,842.473,10.242235,842.4909,got here,847.4919,5,5.0009837,0.000983933,,,
78,78,2,$6.00 ,($10.50),$0.00 ,lost,($10.50),5,3,3,1,77,847.51196,2,849.5263,849.6764,2.0143173,0.01431717,0.15011317,849.786,0.25973552,-1.7402644,856.7446,6.949887,6.958582,0.00869524,856.76337,1.0004424,0.000442331,857.7638,10.251852,857.7823,got here,860.7832,3,3.0009139,0.000913882,,,
79,79,2,$8.00 ,($15.00),$0.00 ,won,$8.00 ,3,7,3,1,78,860.7997,1,862.81226,863.1961,2.012606,0.0126058,0.38385147,863.3051,0.49286196,-1.507138,868.0298,4.7161484,4.7246423,0.00849352,868.0431,1.0001398,0.000139815,869.0433,8.243575,869.0621,got here,876.0632,7,7.0011005,0.001100314,,,
80,80,2,$9.82 ,$0.00 ,$3.09 ,won,$9.82 ,1.5,1.5,3,1,79,876.08276,1,878.08636,878.236,2.0036054,0.003605262,0.14969972,878.3455,0.25917196,-1.740828,881.8042,3.4503002,3.45867,0.008369528,881.81244,1.0008442,0.000844279,882.8133,6.7305727,882.8319,got here,884.33307,1.5,1.5011849,0.001184975,,,
81,81,2,$6.00 ,($9.00),$0.00 ,won,$6.00 ,1.5,3,3,1,80,884.35754,2,886.3583,886.8593,2.0007458,0.00074585,0.50105023,886.9702,0.61195034,-1.3880496,890.07544,3.0989497,3.105225,0.006275239,890.08484,1.0004814,0.000481338,891.0853,6.727806,891.104,got here,894.1046,3,3.0006404,0.000640488,,,
82,82,2,$9.00 ,($13.50),$0.00 ,lost,($13.50),1.5,7,3,1,81,894.1209,2,896.13464,896.2844,2.0137582,0.013758245,0.1497539,896.3934,0.25872958,-1.7412704,899.8527,3.450246,3.4593616,0.009115573,899.86084,1.0011489,0.001148933,900.862,6.7411046,900.88074,got here,907.88214,7,7.0014114,0.001411523,,,
83,83,2,$15.86 ,$0.00 ,$8.07 ,lost,$0.00 ,3,1.5,3,1,82,907.9011,2,909.9045,910.1716,2.0033398,0.003339822,0.26709828,910.2809,0.3764121,-1.6235878,915.1225,4.832902,4.8416486,0.008746786,915.13464,1.0009484,0.00094845,916.1356,8.234487,916.1546,got here,917.655,1.5,1.5004317,0.000431683,,,
84,84,2,$12.00 ,($3.00),$0.00 ,lost,($3.00),1.5,5,3,1,83,917.6732,2,919.6808,919.8305,2.0075254,0.007525451,0.14976043,919.9388,0.2580307,-1.7419692,923.3986,3.4502397,3.459827,0.009587472,923.40753,1.0002484,0.000248478,924.4078,6.734539,924.4267,got here,929.4272,5,5.0004587,0.000458907,,,
85,85,2,$9.00 ,($6.75),$0.00 ,lost,($6.75),1.5,3,3,1,84,929.44507,2,931.4453,932.1802,2.0002117,0.000211737,0.7348964,932.2889,0.8435929,-1.1564071,935.16315,2.8651035,2.874264,0.00916044,935.1723,1.0002937,0.000293764,936.1726,6.727485,936.1913,got here,939.1923,3,3.00104,0.00103993,,,
86,86,2,$8.00 ,($7.00),$0.00 ,won,$8.00 ,1.5,1.5,3,1,85,939.2114,2,941.22174,941.3714,2.0103602,0.010360349,0.14963564,941.4809,0.259121,-1.7408789,944.93976,3.4503644,3.458888,0.008523596,944.9478,1.0006888,0.000688845,945.94855,6.737117,945.96783,got here,947.4682,1.5,1.500361,0.000360954,,,
87,87,2,$8.00 ,($2.00),$0.00 ,won,$8.00 ,5,5,3,1,86,947.48303,2,949.49396,949.99475,2.0109806,0.010980693,0.5007791,950.10345,0.6094742,-1.3905258,956.7121,6.5992208,6.6086226,0.009401897,956.7304,1.0009773,0.000977292,957.7314,10.248356,957.7491,got here,962.75,5,5.000933,0.000933036,,,
88,88,2,$9.00 ,($2.25),$0.00 ,lost,($2.25),5,1.5,3,1,87,962.7669,1,964.768,965.0346,2.0010993,0.001099288,0.2665997,965.14374,0.37572837,-1.6242716,971.98645,6.8334002,6.84269,0.009289726,972.0041,1.0004247,0.000424773,973.0045,10.237616,973.0228,got here,974.52344,1.5,1.5006177,0.000617733,,,
89,89,2,$5.00 ,($1.88),$0.00 ,lost,($1.88),1.5,5,3,1,88,974.53955,2,976.54926,976.6991,2.0096784,0.009678351,0.14985403,976.80804,0.25882998,-1.74117,980.2673,3.450146,3.459237,0.009091013,980.2757,1.0007197,0.000719726,981.2764,6.7368536,981.2952,got here,986.2958,5,5.000529,0.000529027,,,
90,90,2,$23.60 ,$0.00 ,$12.20 ,won,$23.60 ,5,1.5,3,1,89,986.3153,2,988.3309,988.59766,2.0155587,0.015558825,0.26675606,988.70624,0.37536654,-1.6246334,995.5492,6.833244,6.842945,0.009701034,995.56696,1.0005009,0.000500928,996.56744,10.252102,996.58606,got here,998.08716,1.5,1.50111,0.001109955,,,
91,91,2,$9.00 ,($4.50),$0.00 ,lost,($4.50),1.5,3,3,1,90,998.107,2,1000.1122,1000.26196,2.005206,0.005206075,0.14975819,1000.3715,0.2593661,-1.7406338,1003.8296,3.4502418,3.4580283,0.007786525,1003.8383,1.0008585,0.000858603,1004.8392,6.7322125,1004.85803,got here,1007.85846,3,3.0004086,0.000408706,,,
92,92,2,$6.87 ,$0.00 ,$4.57 ,lost,$0.00 ,1.5,5,3,1,91,1007.87775,1,1009.8883,1009.9212,2.010535,0.010535064,0.032919195,1010.0296,0.1413385,-1.8586615,1013.6056,3.5670807,3.5759654,0.008884637,1013.6143,1.0003322,0.000332213,1014.6147,6.7369237,1014.63367,got here,1019.6339,5,5.0002384,0.000238624,,,
93,93,2,$16.29 ,$0.00 ,$7.85 ,lost,$0.00 ,5,1.5,3,1,92,1019.6509,2,1021.65283,1021.80304,2.0019386,0.00193867,0.15021673,1021.9122,0.25935423,-1.7406458,1028.871,6.9497833,6.958737,0.008953804,1028.8885,1.0008749,0.000874897,1029.8894,10.238512,1029.9084,got here,1031.4093,1.5,1.5008166,0.000816586,,,
94,94,2,$8.22 ,$0.00 ,$3.89 ,lost,$0.00 ,1.5,7,3,1,93,1031.4277,2,1033.4344,1033.9354,2.006688,0.006688196,0.5009972,1034.0453,0.6108785,-1.3891214,1037.1523,3.0990028,3.1069853,0.007982431,1037.1606,1.0026152,0.00261516,1038.1632,6.735476,1038.18,got here,1045.1813,7,7.0012255,0.001225482,,,
95,95,2,$8.00 ,$0.00 ,$4.00 ,won,$8.00 ,1.5,7,3,1,94,1045.1985,2,1047.2045,1047.2375,2.0060074,0.006007538,0.033108383,1047.3466,0.14214474,-1.8578552,1050.9226,3.5668917,3.576054,0.009162435,1050.9308,1.0012262,0.001226163,1051.932,6.7335534,1051.9503,got here,1058.9513,7,7.00107,0.001070178,,,
96,96,2,$2.00 ,($2.75),$0.00 ,lost,($2.75),3,1.5,3,1,95,1058.9707,2,1060.9749,1061.7096,2.004165,0.004164828,0.73472404,1061.8182,0.84338653,-1.1566135,1066.192,4.365276,4.3738046,0.008528433,1066.2047,1.0012178,0.001217815,1067.2059,8.235309,1067.2245,last trial of block,1067.2245,nan,1.74E-05,nan,,,
